OrganisationLabel,OrganisationURI,PublishedDate,DurationFrom,DurationTo,LatestData,OffersOrAdmissions,IntakeDescription,Month,Year,SchoolType,DfECode,SchoolName,Preference1,Preference2,Preference3,Preference4,TotalPreferences,PupilAdmissionNumber_PAN,FreePlaces
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252157,Gipsey Bridge Academy,11,1,0,0,12,15,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252043,Gosberton Academy,11,1,0,0,12,20,8
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252091,Gosberton Clough and Risegate Community Primary School,10,2,0,0,12,13,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252070,Grantham Belmont Community Primary School,19,2,0,0,21,30,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252054,Grantham Belton Lane Community Primary School,40,2,0,0,42,45,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252055,Grantham Cliffedale Primary School,38,2,2,0,42,45,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253029,Grantham Gonerby Hill Foot Church of England Primary School,29,2,0,0,31,50,19
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253310,Grantham Harrowby Church of England Infant School,21,1,0,0,22,60,38
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252020,Grantham Huntingtower Community Primary Academy,60,0,0,0,60,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253311,Grantham Little Gonerby Church of England Infant School,45,8,1,0,54,60,6
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252505,Grantham Poplar Farm School (Proposed to open Sept 2018),29,6,3,0,38,60,22
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253026,Grantham St Anne's Church of England Primary School,26,4,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253330,Grantham St Mary's Catholic Primary School,18,4,0,1,23,30,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252024,Grantham The Isaac Newton Primary School,53,7,0,0,60,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253027,Grantham The West Grantham Academy St John's,36,4,1,6,47,60,13
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253123,Grasby All Saints Church of England Primary School,14,1,0,0,15,15,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253313,Great Gonerby St Sebastian's Church of England Primary School,18,0,0,0,18,24,6
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253314,Great Ponton Church of England School,10,0,0,0,10,10,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252159,Great Steeping Primary School,15,1,0,0,16,16,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255218,Grimoldby Primary School,28,0,0,0,28,30,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253124,Hackthorn Church of England Primary School,10,0,0,0,10,10,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253125,Halton Holegate Church of England Primary School,5,0,0,0,5,10,5
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253031,Harlaxton Church of England Primary School,19,2,1,0,22,30,8
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253033,Heckington St Andrew's Church of England Primary School,16,0,0,0,16,30,14
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252075,Heighington Millfield Primary Academy,30,0,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252025,Helpringham Primary School,12,0,0,0,12,25,13
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252210,Hemswell Cliff Primary School,3,0,0,0,3,15,12
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252161,Hogsthorpe Primary Academy,9,0,0,0,9,10,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252092,Holbeach Bank Primary School,15,0,0,0,15,15,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252093,Holbeach Primary Academy,38,0,0,0,38,45,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253089,Holbeach St Mark's Church of England Primary School,6,1,0,0,7,10,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253167,Holbeach William Stukeley Church of England Voluntary Aided Primary School,60,0,0,0,60,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252162,Holton-le-Clay Infants' School,31,0,0,0,31,45,14
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253318,Horbling Brown's Church of England Primary School,7,0,0,0,7,15,8
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252244,Horncastle Community Primary School,69,0,0,0,69,80,11
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255209,Huttoft Primary School,23,0,0,0,23,23,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252166,Ingham Primary School,10,0,0,0,10,18,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252004,Ingoldmells Academy,15,1,0,0,16,20,4
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252035,Ingoldsby Academy,3,0,0,0,3,14,11
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252168,Keelby Primary Academy,29,1,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252182,Kelsey Primary School,12,1,0,0,13,15,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253036,Kirkby-la-Thorpe Church of England Primary School,11,0,0,0,11,20,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253359,Kirkby-on-Bain Church of England Primary School,13,0,0,0,13,15,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252094,Kirton Primary School,60,1,0,1,62,90,28
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252028,Langtoft Primary School,22,1,0,0,23,30,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253361,Lea Frances Olive Anderson Church of England Primary School,30,0,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253319,Leadenham Church of England Primary School,7,0,0,0,7,8,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253037,Leasingham St Andrew's Church of England Primary School,23,0,0,0,23,30,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253168,Legbourne East Wold Church of England Primary School,18,0,0,0,18,18,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252169,Legsby Primary School,7,0,0,0,7,10,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253505,Lincoln Bishop King Church of England Community Primary School,41,2,0,0,43,60,18
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252122,Lincoln Bracebridge Infant and Nursery School,18,1,0,2,20,30,10
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252006,Lincoln Carlton Academy,60,1,0,0,61,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253508,Lincoln Ermine Primary Academy,55,0,0,1,56,60,4
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255220,Lincoln Hartsholme Academy,57,3,0,0,60,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252246,Lincoln Leslie Manser Primary School,39,1,0,0,40,40,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252137,Lincoln Manor Leas Infant School,47,5,0,0,52,60,8
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252124,Lincoln Monks Abbey Primary School,70,4,0,1,75,75,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255227,Lincoln Mount Street Academy,80,7,0,1,88,90,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253347,Lincoln Our Lady of Lincoln Catholic Primary School,28,1,0,0,29,30,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253346,Lincoln Saint Hugh's Catholic Primary Voluntary Academy,35,0,0,0,35,35,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253108,Lincoln St Faith's Church of England Infant School,53,5,0,0,58,90,32
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252027,Lincoln St Giles Academy,48,4,0,2,54,60,6
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253111,Lincoln St Peter at Gowts Church of England Primary School,30,0,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253105,Lincoln St Peter in Eastgate Church of England (Controlled) Infants' School,28,2,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255219,Lincoln The Lancaster School,32,1,0,0,33,60,27
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253507,Lincoln The Meadows Primary School,42,0,0,0,42,60,18
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252130,Lincoln The Priory Witham Academy - Primary,57,0,0,1,58,60,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252120,Lincoln The Sir Francis Hill Community Primary School,63,3,2,0,68,90,22
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252135,Lincoln Woodlands Infant and Nursery School,31,0,1,1,33,60,27
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253040,Long Bennington Church of England Academy,35,0,0,0,35,40,5
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252095,Long Sutton Primary School,54,2,0,0,56,60,4
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252180,Louth Eastfield Infants' and Nursery School,68,1,0,1,70,90,20
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252181,Louth Kidgate Primary Academy,60,0,0,0,60,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253128,Louth St Michael's Church of England Primary School,39,4,0,0,43,45,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252105,Lutton St Nicholas Primary School,15,0,0,0,15,15,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252005,Mablethorpe Primary Academy,41,1,0,2,44,60,16
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253130,Mareham-le-Fen Church of England Primary School,14,1,0,0,15,15,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252065,Market Deeping Community Primary School,29,6,0,0,35,45,10
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255228,Market Deeping William Hildyard Church of England Primary & Nursery School,30,0,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253131,Market Rasen Church of England Primary School,39,1,0,0,40,45,5
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252184,Marshchapel Primary School,1,0,0,0,1,8,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253321,Marston Thorold's Charity Church of England School,8,0,0,0,8,10,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253041,Martin Mrs Mary King's Church of England (Controlled) Primary School,14,0,0,0,14,15,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252185,Marton Primary School,11,2,0,0,13,15,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252030,Metheringham Primary School,40,0,0,0,40,40,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252186,Middle Rasen Primary School,15,0,0,0,15,15,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253044,Morton Church of England (Controlled) Primary School,12,3,1,0,16,30,14
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252187,Morton Trentside Primary School,24,0,0,0,24,30,6
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252096,Moulton Chapel Primary School,6,4,0,0,10,10,0
