OrganisationLabel,OrganisationURI,PublishedDate,DurationFrom,DurationTo,LatestData,OffersOrAdmissions,IntakeDescription,Month,Year,SchoolType,DfECode,SchoolName,Preference1,Preference2,Preference3,Preference4,TotalPreferences,PupilAdmissionNumber_PAN,FreePlaces
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254039,Louth Academy,140,10,0,4,154,180,26
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9255405,Louth King Edward VI Grammar School,141,4,0,0,145,145,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254514,Market Rasen De Aston School,162,9,3,1,175,197,22
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9255412,North Hykeham North Kesteven School,104,14,1,16,135,237,102
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9255413,North Hykeham Sir Robert Pattinson Academy,205,35,2,0,242,252,10
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254018,"North Somercotes, Somercotes Academy",73,5,0,13,91,92,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9255423,Old Leake Giles Academy,135,36,4,1,176,180,4
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9256911,Skegness Academy,99,17,13,55,184,200,16
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9255400,Skegness Grammar School,91,2,0,0,93,132,39
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9255403,Sleaford Carre's Grammar School,85,11,2,0,98,120,22
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254005,Sleaford Kesteven and Sleaford High School,118,10,0,0,128,128,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9256909,Sleaford/Ruskington St George's Academy,357,22,2,10,391,400,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254035,Spalding Academy,222,41,7,0,270,270,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254603,Spalding Grammar School,136,12,2,0,150,150,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254027,Spalding High School,126,21,3,0,150,150,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254002,Spilsby King Edward VI Academy,89,5,0,0,94,94,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254067,Stamford Welland Academy,125,6,0,2,133,140,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254516,Stickney The William Lovell Church of England Academy,42,5,2,5,54,104,50
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9254011,Tattershall  Barnes Wallis Academy,101,4,0,0,105,112,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9255420,Welbourn Sir William Robertson Academy,135,30,6,3,174,180,6
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2019-03-01T00:00:00,2019-03-01T00:00:00,TRUE,Offers,Year 7 Intake,2019-09,2019,Secondary,9255415,Welton William Farr CofE Comprehensive School,233,15,0,0,248,248,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9252074,Branston Junior Academy,27,0,0,0,27,45,18
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9252207,Gainsborough White's Wood Academy,55,2,0,1,58,60,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9253308,Grantham The National Church of England Junior School,106,4,2,0,112,128,16
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9252229,Holton-le-Clay Junior School,28,0,0,0,28,45,18
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9252245,Lincoln Birchwood Junior School,71,5,0,2,78,90,12
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9252136,Lincoln Manor Leas Junior Academy,69,1,0,2,72,90,18
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9253107,Lincoln St Faith & St Martin Church of England Junior School,66,0,0,1,67,90,23
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9255224,Lincoln Westgate Academy,96,1,0,0,97,120,23
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9255206,Louth Lacey Gardens Junior School,66,2,1,0,69,90,21
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9253364,Nettleham Church of England Voluntary Aided Junior School,52,4,0,0,56,60,4
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Year 3 Intake,2018-09,2018,Junior,9252000,Skegness Junior Academy,77,1,0,3,81,90,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252142,Alford Primary School,39,1,0,0,40,60,20
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253000,Allington with Sedgebrook Church of England Primary School,10,1,0,0,11,16,5
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253001,Ancaster Church of England Primary School,23,1,0,0,24,25,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253154,Bardney Church of England and Methodist Primary School,29,1,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255222,Barkston and Syston Church of England Primary School,15,0,0,0,15,15,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253004,Barrowby Church of England Primary School,33,1,0,0,34,34,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252002,Bassingham Primary School,25,1,0,1,27,30,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253005,Baston Church of England Primary School,18,0,0,0,18,25,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252003,Billingborough Primary School,20,0,0,0,20,20,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253007,Billinghay Church of England Primary School,24,0,0,1,25,25,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253116,Binbrook Church of England Primary School,18,0,0,0,18,20,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253350,Blyton cum Laughton CE Primary School,21,0,0,0,21,23,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252234,Boston Carlton Road Academy,51,0,0,0,51,60,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252113,Boston Hawthorn Tree School,50,0,0,0,50,60,10
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252237,Boston Park Academy,43,1,0,1,45,60,15
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252010,Boston Pioneers Academy,60,0,0,0,60,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253342,Boston Saint Mary's R.C. Primary School,21,0,0,0,21,30,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253085,Boston Saint Thomas' Church of England Primary School,56,1,0,0,57,60,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253162,Boston St Nicholas Church of England Primary School,26,2,0,1,29,30,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252239,Boston Staniland Academy,66,1,0,0,67,90,23
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255221,Boston Tower Road Academy,72,1,0,0,73,90,18
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252116,Boston West Academy,57,0,0,0,57,60,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253510,Bourne Abbey Church of England Primary Academy,79,7,0,1,87,90,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252016,Bourne Elsea Park C of E Primary Academy,30,0,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252072,Bourne Westfield Primary Academy,86,4,0,0,90,90,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252009,Bracebridge Heath St John's Primary Academy,58,2,0,0,60,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253009,Branston Church of England Infant School,39,0,0,0,39,40,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253163,Brant Broughton Church of England and Methodist Primary School,18,0,0,0,18,18,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252146,Bucknall Primary School,3,0,0,0,3,8,5
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253118,Burgh-le-Marsh St Peter and St Paul Church of England Primary School,27,2,1,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255216,Butterwick Pinchbeck's Endowed Church of England Primary School,41,1,0,0,42,45,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252243,Bythams Primary School,4,0,0,0,4,12,8
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253156,Caistor Church of England and Methodist Primary School,33,1,0,1,35,45,10
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252012,Caythorpe Primary School,13,0,0,0,13,20,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255210,Chapel St Leonards Primary School,21,0,0,0,21,30,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252241,Cherry Willingham Primary School,27,1,0,1,29,45,16
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253078,Claypole Church of England Primary School,13,1,0,0,14,25,11
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253015,Coleby Church of England Primary School,11,0,0,0,11,12,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253079,Colsterworth Church of England Primary School,15,0,0,0,15,25,10
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253119,Coningsby St Michael's Church of England Primary School,55,3,0,0,58,60,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252013,Corby Glen Community Primary School,10,0,0,0,10,20,10
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253120,Corringham Church of England (Voluntary Controlled) Primary School,15,1,0,0,16,16,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253337,Cowbit St Mary's (Endowed) Church of England Primary School,4,0,2,0,6,12,6
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9255207,Cranwell Primary School,32,2,0,0,34,60,26
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252084,Crowland South View Community Primary School,45,0,0,0,45,60,15
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252062,Deeping St James Community Primary School,20,1,0,0,21,30,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252232,Deeping St James Linchfield Community Primary School,50,1,0,0,51,60,9
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252085,Deeping St Nicholas Primary School,6,0,0,0,6,10,4
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253018,Denton Church of England School,9,1,0,0,10,10,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253018,Digby Church of England School,12,0,0,0,12,15,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252018,Digby The Tedder Primary School,31,0,0,0,31,35,4
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253098,Donington Cowley Endowed Primary School,32,2,0,0,34,40,6
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252149,Donington-on-Bain School,11,0,0,0,11,15,4
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253121,Dunholme St Chad's Church of England Primary School,30,0,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253021,Dunston St Peter's Church of England Primary School,11,1,0,1,13,15,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252019,Eagle Community Primary School,9,0,0,0,9,12,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253022,Edenham Church of England School,18,0,0,0,18,18,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252151,Faldingworth Community Primary School,12,0,0,0,12,15,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252007,Fishtoft Academy,9,0,0,0,9,10,1
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253122,Fiskerton Church of England Primary School,10,0,0,0,10,12,2
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252087,Fleet Wood Lane School,11,2,1,0,14,25,11
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253353,Friskney All Saints Church of England (Aided) Primary School,16,2,0,0,18,28,10
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252152,Frithville Primary School,7,0,0,0,7,10,3
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252153,Fulstow Community Primary School,4,0,0,0,4,10,6
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252247,Gainsborough Benjamin Adlard Primary School,28,0,2,2,32,40,8
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252018,Gainsborough Castle Wood Academy,42,1,0,1,44,60,16
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252214,Gainsborough Charles Baines Community Primary School,30,0,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252208,Gainsborough Hillcrest Early Years Academy,59,1,0,0,60,60,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252008,Gainsborough Mercer's Wood Academy,30,0,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253354,Gainsborough Parish Church of England School,44,1,0,0,45,45,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253169,Gainsborough St George's CE Community Primary School,29,1,0,0,30,30,0
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252088,Gedney Church End Primary School,7,1,0,0,8,15,7
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9252089,Gedney Drove End School,5,0,0,0,5,10,5
Lincolnshire,http://opendatacommunities.org/id/county-council/lincolnshire,2019-04-25T00:00:00,2018-04-16T00:00:00,2018-04-16T00:00:00,,Offers,Reception Intake,2018-09,2018,Primary,9253088,Gedney Hill Church of England (Controlled) Primary School,15,0,0,0,15,15,0
